profile_sim_id,analysis_weight,crossfit_fold
028ab16eb89ab5d75be10d5ac779fe151a996ce27b2bf8c7c1e46393f5272146,6.70930974703116,1
1531987208c0260f9c3aa61863be53305410b5c152f70de8f96959d86255a462,10.742517479611205,0
199b64ee4a204f420933a33fc99b0024578ca4935c24082ce06b37c3176b44ed,4.069887406796444,2
19cec14432b0b722044b897eae42224f52673890133dcb3b99da8564035c66c2,8.050030777710646,0
1d49b458999ec8af6b45f7af9d2dcf4b6b7cfe806e482b19aac83888cdd7d6aa,3.1987993170281763,0
1ff5ea6c96f3b2971df26cdcc316c1606fb5c27ca3d7496198a282d4ce4795ac,14.854694857600702,1
23a81afc8aa509549c160461f8c9bcefce11bc4159abace838f3020615a7df5d,10.011791290306565,2
24daa047f9e9b13e72c21fb862f93ca3dbd1397739629054bad9be56380f1f68,1.8997814945034806,2
24dd3a1d22e3dfb94494d7b0a094dd432b97981b59dbbaa1310ae85a54957e28,3.274313910890577,1
2f70325c287da329bc6afb270ffb3b55cca7bb5de1ac2de32ac163460fee9ffc,0.2422256714289828,1
318e40f5e7d15b8d7dd553489858ab720327f1f7d909cf24555c97fb6461efc4,0.9519174663288772,4
33fff66cd333bd10d506fc044875ce447c109697334ed4bd5bcf2c9a5a70c3dc,7.567384824874504,4
342a07825c312a77c8aac28b35636fefc20beec3f275283dd8f1b4072f018114,4.445838971521197,3
34c16e804c61a2e8c37946667530a666320f03331e216d0e4afad7fe027247c6,9.518825603192914,1
354dcf3a83bea1c2c68e7daa3c5a22cd7409d92b12c0090a52bc6acdbf27f132,8.196565255263565,2
35c8067e2e5b4ee860f43573c21f0f3092aeac361ed4dcc7936939793a76b821,1.8936877416882054,3
3741bb855cd283342f92a1407eee91383e13b9b794052eeb8a6035d7eab14fcf,9.1346916710518,0
395096220f8ffec1753df2f7b1dffb27a4adea84b3f8513d601ee5ce98c85ba3,2.2712815670157607,4
3db9ba0d77ec71926972ce5be4a38b3f157995b1dd7d20e3d5c24ba40ef6cf16,11.876781433057754,1
40061bec79bfb119725a97d825a408db7f6e00feadd9e4577cd753dfe9de5e42,0.7516952271929133,2
